Unnamed: 0,Dados,Frase do usuário,Intenção,sentenceWithoutStopWord
678,2021-04-14 23:36:56 +00:00,"preciso trocar uma blusa, tamanho gg por g mas na embalagem que entregaram nao veio nota fiscal",FazerTroca,preciso trocar blusa tamanho gg g embalagem entregaram veio nota fiscal
680,2021-03-22 12:07:47 +00:00,devolucao de roupas,FazerTroca,devolucao roupas
715,2021-04-07 16:08:38 +00:00,"mas e blusa veio pequena, nao serve nele!",FazerTroca,blusa veio pequena serve nele
730,2021-04-06 18:44:18 +00:00,a confianca que voce e um representante da malwee para eu eu mandar meu cpf,FazerTroca,confianca voce representante malwee mandar cpf
733,2021-05-14 13:13:16 +00:00,nota fiscal nao veio,FazerTroca,nota fiscal veio
738,2021-03-15 16:39:30 +00:00,a pagina vc entra pra ver um produto ela volta na 1 pagina nao segue o que estou olhando desde sabado estou tentando ver mas sempre acontece isso aff ,FazerTroca,pagina vc entra pra produto volta pagina segue olhando sabado tentando acontece aff
750,2021-04-29 19:17:12 +00:00,a calca ficou grande como faco a troca,FazerTroca,calca ficou como faco troca
753,2021-05-13 11:49:59 +00:00,quero devolver um produto,FazerTroca,devolver produto
754,2021-03-16 13:55:35 +00:00,status do produto desatualizado,FazerTroca,status produto desatualizado
763,2021-05-11 11:28:31 +00:00,ainda nao recebi o codigo da minha devolucao,FazerTroca,recebi codigo devolucao
772,2021-04-19 13:35:53 +00:00,"preciso da nota fiscal do meu pedido,para fazer a troca",FazerTroca,preciso nota fiscal pedido troca
775,2021-04-17 19:36:48 +00:00,produto com defeito ,FazerTroca,produto defeito
778,2021-04-09 12:14:42 +00:00,"quero trocar 2 produto do meu pedido, uma peca veio com defeito e outra nao serviu!",FazerTroca,trocar produto pedido peca veio defeito serviu
786,2021-05-10 18:51:55 +00:00,comprei duas pecas e quero devolver uma peca so,FazerTroca,comprei pecas devolver peca
795,2021-05-17 19:57:30 +00:00,gostaria de saber da tabela de medidas da marca,FazerTroca,gostaria tabela medidas marca
823,2021-04-26 00:37:23 +00:00,queria saber como faco pra ser revendedora de voces ,FazerTroca,queria como faco pra revendedora
832,2021-03-18 15:16:41 +00:00,"fiz uma devolucao do produto , como faco pra regastar o credito ",FazerTroca,devolucao produto como faco pra regastar credito
835,2021-05-12 15:03:32 +00:00,gostaria do protocolo de cancelamento da conversa com larissa,FazerTroca,gostaria protocolo cancelamento conversa larissa
837,2021-04-22 15:59:22 +00:00,preciso realizar uma devolucao de 2 roupas que nao me serviram,FazerTroca,preciso realizar devolucao roupas serviram
851,2021-04-22 11:10:17 +00:00,gostaria de saber da disponobilidade de um produto que nao encontro a cor,FazerTroca,gostaria disponobilidade produto encontro cor
864,2021-04-25 15:16:37 +00:00,as chaves de acesso nao funcionam,FazerTroca,chaves acesso funcionam
877,2021-05-05 16:49:47 +00:00,nao devolver,FazerTroca,devolver
883,2021-04-20 19:57:54 +00:00,duvida sobre produto ,FazerTroca,duvida produto
891,2021-03-25 18:14:27 +00:00,produto recebido ,FazerTroca,produto recebido
896,2021-05-05 18:08:20 +00:00,trocar tamanho ,FazerTroca,trocar tamanho
897,2021-03-26 20:42:21 +00:00,"quando eu seleciono o produto, aparece outro valor",FazerTroca,seleciono produto aparece outro
899,2021-05-07 12:01:51 +00:00,nao consigo trocqr o outro produto por falta no tamanho,FazerTroca,consigo trocqr outro produto tamanho
906,2021-05-13 19:34:15 +00:00,gostaria de saber sobre como fazer cadastro,FazerTroca,gostaria como cadastro
919,2021-04-10 20:07:33 +00:00,"boa tarde! comprei uma blusa, mas ficou pequena como faco para trocar? o numero da nota fiscal e 000.266.076. ",FazerTroca,comprei blusa ficou pequena como faco trocar numero nota fiscal
922,2021-05-06 15:19:04 +00:00,contato da empresa,FazerTroca,contato empresa
926,2021-04-29 12:22:24 +00:00,entrega de produtos,FazerTroca,entrega produtos
927,2021-04-03 14:57:17 +00:00,como faco? tenho que te informar os produtos?,FazerTroca,como faco informar produtos
930,2021-05-05 18:58:29 +00:00,como faz pra ser revendedor malwee? ,FazerTroca,como pra revendedor malwee
933,2021-04-26 17:01:38 +00:00,nao recebi o produto e no site de vcs diz q ele foi entregue,FazerTroca,recebi produto site vcs q entregue
949,2021-04-13 13:12:31 +00:00,preciso saber sobre uma peca devolvida,FazerTroca,preciso peca devolvida
952,2021-03-24 18:02:20 +00:00,boa tarde meu pedido chegou hoje porem um produto gostaria de saber se haveria possibilidade de troca por tamanho,FazerTroca,pedido chegou hoje porem produto gostaria haveria possibilidade troca tamanho
964,2021-03-21 21:23:13 +00:00,"oi , gostaria de saber como fazer pra ser uma revendedora dessa marca ",FazerTroca,gostaria como pra revendedora marca
966,2021-04-02 01:08:45 +00:00,"me foi informado que um dos produtos estava em falta, escolhi o produto para ser feita a troca, mas nao me foi dado resposta preciso desta resposta o quanto antes",FazerTroca,informado produtos escolhi produto feita troca dado resposta preciso resposta
967,2021-03-22 18:22:21 +00:00,como faco pra ser revendedora ?,FazerTroca,como faco pra revendedora
982,2021-05-13 19:52:45 +00:00,no site na malwee gerei um boleto e ele me deu um frete de 70 reais,FazerTroca,site malwee gerei boleto deu frete reais
983,2021-04-19 00:01:24 +00:00,gostaria de ser uma revendedora ,FazerTroca,gostaria revendedora
0,2021-05-01 01:30:00 +00:00,quero trocar ficou pequeno,FazerTroca,trocar ficou pequeno
2,2021-03-10 12:40:44 +00:00,ainda nao recebi o vale compras da minha troca,FazerTroca,recebi vale compras troca
16,2021-05-03 20:35:57 +00:00,boa tardecomprei um conjunto infantil na loja jn e a calca veio com uma barra mais curta,FazerTroca,tardecomprei conjunto infantil loja jn calca veio barra curta
25,2021-04-16 19:44:29 +00:00,nao recebi um produto,FazerTroca,recebi produto
31,2021-05-14 13:13:40 +00:00,a nota fiscal nao veio,FazerTroca,nota fiscal veio
34,2021-04-14 16:39:19 +00:00,gostaria de solicitar devolucao de 3 produtos ,FazerTroca,gostaria solicitar devolucao produtos
38,2021-04-20 16:52:36 +00:00,preciso trocar 1 produto,FazerTroca,preciso trocar produto
46,2021-05-08 17:35:55 +00:00,quais as medidas dos tamanhos da pijamas e camisolas? ,FazerTroca,medidas tamanhos pijamas camisolas
53,2021-05-03 20:34:21 +00:00,preciso devolver duas camisetas,FazerTroca,preciso devolver camisetas
58,2021-04-29 15:15:50 +00:00,ola! onde posso encontrar a tabela de medidas da loja? ,FazerTroca,onde encontrar tabela medidas loja
70,2021-04-15 14:44:44 +00:00,quero devolver ,FazerTroca,devolver
82,2021-03-24 18:00:06 +00:00,pra quem foi entregue o produto,FazerTroca,pra entregue produto
86,2021-04-23 20:07:21 +00:00,gostaria de fazer a devolucao de uma peca que nao serviu,FazerTroca,gostaria devolucao peca serviu
94,2021-03-26 11:39:15 +00:00,nao tem nenhum cupom tinha visto um de 15%,FazerTroca,nenhum cupom tinha visto
99,2021-04-08 22:39:20 +00:00,portanto posso trocar,FazerTroca,trocar
137,2021-05-10 13:10:14 +00:00,fiz a devolucao do produto e pedi um vale compra e ate agora nao recebi o codigo para fazer a nova compra,FazerTroca,devolucao produto pedi vale compra ate recebi codigo compra
139,2021-05-14 18:33:25 +00:00,"boa tarde, gostaria de saber as medidas do produto blusao tradicional moletom malwee vinho - xgg ",FazerTroca,gostaria medidas produto blusao tradicional moletom malwee vinho xgg
148,2021-04-30 22:19:34 +00:00,"fiz uma compra de um produto malwee no valor de r$55,99 e ainda nao obtive nenhuma informacao ",FazerTroca,compra produto malwee obtive informacao
158,2021-04-08 19:23:11 +00:00,gostaria de trocar alguns produtos do meu pedido,FazerTroca,gostaria trocar produtos pedido
160,2021-04-29 21:15:44 +00:00,corrigir endereco de entrega,FazerTroca,corrigir endereco entrega
161,2021-04-20 19:07:50 +00:00,estava acertando uma troca e perdi a conversa,FazerTroca,acertando troca perdi conversa
162,2021-04-20 01:05:46 +00:00,a nota fiscal nao veio com os produtos,FazerTroca,nota fiscal veio produtos
182,2021-04-22 12:37:31 +00:00,vcs vao fabricar mais mascaras infantil antiviral com elastico atras da orelha?,FazerTroca,vcs vao fabricar mascaras infantil antiviral elastico atras orelha
184,2021-04-01 18:14:07 +00:00,qual jaqueta faz parte da calca moletom stretch malwee rosa escuro ? ,FazerTroca,qual jaqueta calca moletom stretch malwee rosa escuro
188,2021-04-22 19:28:05 +00:00,solicitar troca,FazerTroca,solicitar troca
196,2021-04-16 18:18:12 +00:00,gostaria de saber como posso ser uma representante malwee infantil ,FazerTroca,gostaria como representante malwee infantil
202,2021-04-12 16:10:57 +00:00,numero do protocolo para troca,FazerTroca,numero protocolo troca
203,2021-04-15 07:15:23 +00:00,gostaria de revender da marca ,FazerTroca,gostaria revender marca
211,2021-03-24 23:45:08 +00:00,como fazer troca?,FazerTroca,como troca
215,2021-04-30 17:22:31 +00:00,gostaria de saber se posso escolher outro produto no ato da solicitacao de troca ou tenho que esperar?,FazerTroca,gostaria escolher outro produto ato solicitacao troca esperar
224,2021-04-19 23:59:37 +00:00,preciso efetuar uma troca referente a penultima compra.,FazerTroca,preciso efetuar troca referente penultima compra
233,2021-05-07 23:18:12 +00:00,como posso ser uma revendedora malwee? ,FazerTroca,como revendedora malwee
255,2021-03-23 12:42:32 +00:00,gostaria de saber as medidas de uma peca ,FazerTroca,gostaria medidas peca
268,2021-04-19 22:22:50 +00:00,blusas vieram com um tecido fino de ma qualidade e apos 2 usos apresentou furos ,FazerTroca,blusas vieram tecido fino ma qualidade apos usos apresentou furos
283,2021-03-17 17:48:19 +00:00,dinheiro de volta,FazerTroca,dinheiro volta
297,2021-03-04 17:39:30 +00:00,alterar endereco de entrega,FazerTroca,alterar endereco entrega
298,2021-04-28 21:06:10 +00:00,devolver,FazerTroca,devolver
306,2021-05-17 17:15:10 +00:00,segunda via de nota fiscal,FazerTroca,via nota fiscal
309,2021-03-22 22:53:45 +00:00,"ja recebi meu pedido e sta tudo ok acontece que recebi outro pacote com outras mercadorias, mas com a nota fiscal do meu pedido esse segundo pacote nao e meu como faco para devolver?",FazerTroca,recebi pedido sta ok acontece recebi outro pacote mercadorias nota fiscal pedido pacote como faco devolver
320,2021-04-19 18:06:57 +00:00,troca tamanho,FazerTroca,troca tamanho
337,2021-03-16 14:25:14 +00:00,preciso rastrear uma troca,FazerTroca,preciso rastrear troca
338,2021-03-29 12:45:51 +00:00,fiz um pedido de troca acredito que vcs ja receberam os produtos quero saber se ja posso utilizar o voucher para fzer outro pedido.,FazerTroca,pedido troca acredito vcs receberam produtos utilizar voucher fzer outro pedido
347,2021-05-14 12:31:30 +00:00,como faco para colocar,FazerTroca,como faco colocar
361,2021-05-15 15:09:21 +00:00,tabela de tamanho plu ,FazerTroca,tabela tamanho plu
368,2021-04-28 19:54:49 +00:00,nao tem mais pra venda o produto mascara viroblock infantil? ,FazerTroca,pra venda produto mascara viroblock infantil
372,2021-03-22 22:55:40 +00:00,nao quero devolver esse recebi dois por engano.,FazerTroca,devolver recebi engano
375,2021-05-04 02:57:08 +00:00,gostaria de revender ,FazerTroca,gostaria revender
380,2021-04-30 12:39:52 +00:00,"bom dia, como faco para ser um revendedor da malwee? ",FazerTroca,como faco revendedor malwee
381,2021-03-01 14:04:29 +00:00,encaminhei na sexta feira este pedido pra ser trocado porque as blusas ficaram realmente muito grande gostaria de trocar pelo tamanho g,FazerTroca,encaminhei feira pedido pra trocado blusas ficaram realmente gostaria trocar tamanho g
385,2021-05-06 19:22:56 +00:00,erro no pedido n#1130190212625-01: solicito trocar o tamanho da blusa meia malha malwee marrom claro de gg para pp.,FazerTroca,erro pedido solicito trocar tamanho blusa meia malha malwee marrom claro gg pp
393,2021-04-20 17:36:31 +00:00,telefone da transportadora,FazerTroca,telefone transportadora
395,2021-03-25 18:31:47 +00:00,preciso da chave de rastreamento ,FazerTroca,preciso chave rastreamento
399,2021-04-18 15:43:07 +00:00,"nao estou conseguindo realizar o cadastro, toda vez que coloco a chave diz que esta incorreta ",FazerTroca,conseguindo realizar cadastro coloco chave incorreta
402,2021-03-22 01:11:53 +00:00,vestidos juvenil de 14-16 ,FazerTroca,vestidos juvenil
406,2021-04-20 14:07:09 +00:00,cancelei o pedido e enviei o comprovante do pix ha12 dias e ate agora nada da devolucao,FazerTroca,cancelei pedido enviei comprovante pix dias ate devolucao
411,2021-03-01 14:30:54 +00:00,entao ja fiz isto e recebi as coordenadas pra troca que fiz atraves do numero postal oferecido pela malwee as mensagem e so pra reitera meu interesse pelas mesma blusas porem com tamanho g obrigada ,FazerTroca,entao recebi coordenadas pra troca atraves numero postal oferecido malwee mensagem pra reitera interesse mesma blusas porem tamanho g
432,2021-04-07 17:23:03 +00:00,meu vale trocas esta invalido,FazerTroca,vale trocas invalido
436,2021-04-24 13:21:54 +00:00,qual a composicao da calca cotton azul escura? ,FazerTroca,qual composicao calca cotton azul escura
439,2021-05-17 13:59:59 +00:00,quero devolver outros ,FazerTroca,devolver
481,2021-05-10 13:08:45 +00:00,fiz a devolucao de um produto e pedi um vale compra e ate agora nao o recebi,FazerTroca,devolucao produto pedi vale compra ate recebi
484,2021-03-23 20:08:07 +00:00,quero solicitar troca ,FazerTroca,solicitar troca
495,2021-03-21 12:49:36 +00:00,"escolhi a numeracao errada,consigo trocar antes do envio do produto",FazerTroca,escolhi numeracao errada consigo trocar envio produto
502,2021-04-23 11:23:44 +00:00,fiz o pagamento no dia 20. por que ainda esta como pendente?,FazerTroca,pagamento como pendente
505,2021-05-14 15:11:47 +00:00,"quero pecas para revender, como faco? ",FazerTroca,pecas revender como faco
530,2021-04-28 00:22:36 +00:00,ainda nao recebi o produto ,FazerTroca,recebi produto
532,2021-04-21 15:17:33 +00:00,gostaria de realizar a devolucao de um pedido mas voces nao respondem meus emails,FazerTroca,gostaria realizar devolucao pedido respondem emails
533,2021-05-06 12:31:01 +00:00,gostaria de devolver produtos,FazerTroca,gostaria devolver produtos
537,2021-05-05 17:07:24 +00:00,quero atualizar meu endereco ,FazerTroca,atualizar endereco
542,2021-05-11 20:34:35 +00:00,quero saber se tem a calca de referencia 1000068857 ,FazerTroca,calca referencia
545,2021-04-27 19:53:09 +00:00,vao entrar em contato por onde?,FazerTroca,vao entrar contato onde
570,2021-04-09 12:42:51 +00:00,preciso do link do produto cod 1000039888,FazerTroca,preciso link produto cod
573,2021-04-17 12:53:19 +00:00,a transportadora devolveu a minha mercadoria sem se quer tentar fazer a entrga,FazerTroca,transportadora devolveu mercadoria entrga
576,2021-05-12 23:14:34 +00:00,como faco para revender a marca malwee ,FazerTroca,como faco revender marca malwee
586,2021-04-25 17:05:17 +00:00,como faco para ser revendedor ? ,FazerTroca,como faco revendedor
594,2021-04-22 14:47:52 +00:00,fia a devolucao de um produto e quero saber o andamento.,FazerTroca,fia devolucao produto andamento
601,2021-05-04 18:26:57 +00:00,fiz devolucao de mercadoria e gostaria de saber quando sera feito o estorno no cartao ,FazerTroca,devolucao mercadoria gostaria sera feito estorno cartao
605,2021-04-02 20:26:39 +00:00,"vou realizar minha primeira compra, por que nao aparece mais o cupom de desconto de 15%? ",FazerTroca,vou realizar compra aparece cupom desconto
615,2021-04-12 21:01:26 +00:00,trocar um produto,FazerTroca,trocar produto
617,2021-05-06 12:08:22 +00:00,gostaria de trocar um produto porem nao enviaram a nota fiscal da compra ,FazerTroca,gostaria trocar produto porem enviaram nota fiscal compra
635,2021-05-06 12:33:32 +00:00,quero solicitar uma troca mas nao enviar a nota fiscal,FazerTroca,solicitar troca enviar nota fiscal
640,2021-04-28 20:51:07 +00:00,oi gostaria de saber se voces pararam de fazer mascara tripla camada infantil obrigada ,FazerTroca,gostaria pararam mascara tripla camada infantil
643,2021-05-04 11:33:28 +00:00,substituindo o computador por uma pessoa,FazerTroca,substituindo computador pessoa
645,2021-04-11 17:29:54 +00:00,gostaria de tirar uma duvida sobre um produto,FazerTroca,gostaria tirar duvida produto
646,2021-05-04 16:52:24 +00:00,gostaria de ser revendedora ,FazerTroca,gostaria revendedora
650,2021-04-28 11:28:05 +00:00,sobre o pedido 1126341438950-01: como posso fazer a troca do tamanho dos produtos? o maio e a camisola seriam m e nao g a calca seria 44 e nao 46. vcs teriam estes produtos nestes tamanhos? como efetuar a troca? grata.,FazerTroca,pedido como troca tamanho produtos maio camisola seriam m g calca vcs teriam produtos nestes tamanhos como efetuar troca grata
651,2021-04-28 22:26:31 +00:00,produto chegou trocado,FazerTroca,produto chegou trocado
652,2021-04-23 17:37:14 +00:00,item faltando no produto,FazerTroca,item faltando produto
653,2021-03-07 18:42:53 +00:00,tem uma blusa/camiseta com a cara de um cachorro pug,FazerTroca,blusa camiseta cara cachorro pug
655,2021-04-28 12:25:48 +00:00,o link para o site da transportadora nao abre ,FazerTroca,link site transportadora abre
662,2021-03-16 14:04:39 +00:00,preciso trocar somente dois modelos,FazerTroca,preciso trocar modelos
680,2021-04-22 17:29:29 +00:00,pagamento realizado hoje quero saber a data de entrega dos produtos ,FazerTroca,pagamento realizado hoje data entrega produtos
687,2021-03-12 20:33:17 +00:00,trocar produto,FazerTroca,trocar produto
697,2021-05-06 14:43:04 +00:00,"bom dia, gostaria de devolver duas calcas, ja solicitei o reembolso por email, agora preciso do codigo de postagem ",FazerTroca,gostaria devolver calcas solicitei reembolso email preciso codigo postagem
714,2021-04-02 01:07:18 +00:00,produto em falta,FazerTroca,produto
727,2021-04-21 19:03:35 +00:00,cor do produto,FazerTroca,cor produto
730,2021-04-08 19:06:41 +00:00,gostaria da segunda via da nota fiscal ,FazerTroca,gostaria via nota fiscal
732,2021-04-06 15:42:02 +00:00,"eu ja troquei, so nao recebi o vale troca.",FazerTroca,troquei recebi vale troca
738,2021-05-14 20:05:28 +00:00,"ficou grande a peca, vou trocar por uma menor mas na embalagem nao veio nenhuma nota fiscal",FazerTroca,ficou peca vou trocar embalagem veio nota fiscal
747,2021-04-19 14:19:23 +00:00,oi sou de sao paulo das missoes,FazerTroca,sao paulo missoes
756,2021-04-06 13:28:02 +00:00,como faco para revender,FazerTroca,como faco revender
768,2021-04-05 15:28:49 +00:00,estou tentando trocar nao estou conseguindo o que faco?,FazerTroca,tentando trocar conseguindo faco
792,2021-03-26 11:51:01 +00:00,vcs nao me mandaram nada no e-mail pra eu ver o rastreamento do meu produto ,FazerTroca,vcs mandaram pra rastreamento produto
795,2021-05-06 12:15:14 +00:00,gostaria de trocar um produto mas nao enviar a nota fiscal como posso fazer,FazerTroca,gostaria trocar produto enviar nota fiscal como
807,2021-04-16 12:35:31 +00:00,gostaria de fazer parte da empresa como envio um curriculo ,FazerTroca,gostaria empresa como envio curriculo
808,2021-04-24 10:55:39 +00:00,quero acesso a tabela de medidas nao cons igo visualizar no site ,FazerTroca,acesso tabela medidas cons igo visualizar site
809,2021-03-24 15:58:16 +00:00,quais as especificacoes da cabana? ,FazerTroca,especificacoes cabana
812,2021-05-08 12:43:27 +00:00,"preciso realizar a compra da sacola, mas a pagina nao possibilita continuar",FazerTroca,preciso realizar compra sacola pagina possibilita continuar
813,2021-03-12 14:18:25 +00:00,redefinir senha,FazerTroca,redefinir senha
817,2021-03-26 17:28:41 +00:00,gostaria de saber se poderiam mudar o endereco da entrega.,FazerTroca,gostaria poderiam mudar endereco entrega
820,2021-05-13 10:34:30 +00:00,nao consigo fazer meu login ,FazerTroca,consigo login
822,2021-03-12 14:21:04 +00:00,"bom dia, ja passou do prazo e nao recebi meu produto, 1115330968355-01 ",FazerTroca,passou prazo recebi produto
824,2021-03-13 21:33:14 +00:00,como mudar a forma de pagamento?? ,FazerTroca,como mudar pagamento
828,2021-03-31 18:38:38 +00:00,"quero alterar o endereco de entrega de um novo produto q quero adquirir para minha filha q mora em outro estado,qual o procedimento?",FazerTroca,alterar endereco entrega produto q adquirir filha q mora outro qual procedimento
830,2021-04-22 12:50:59 +00:00,acabei de fazer um pedido gostaria de esta incluido outro produto,FazerTroca,acabei pedido gostaria incluido outro produto
850,2021-03-04 15:33:17 +00:00,produto chegou com defeito,FazerTroca,produto chegou defeito
886,2021-04-26 14:51:58 +00:00,nao sou esses produtos para troca,FazerTroca,produtos troca
887,2021-04-28 00:27:20 +00:00,devolvi dois produtos sera disponibilizado vale troco ou estorno ?,FazerTroca,devolvi produtos sera disponibilizado vale troco estorno
898,2021-05-14 14:37:45 +00:00,duvida produto,FazerTroca,duvida produto
910,2021-03-16 10:24:11 +00:00,gostaria de saber como faco pra vender sua marca na minha loja? ,FazerTroca,gostaria como faco pra vender marca loja
939,2021-03-08 23:31:59 +00:00,produto deu defeito,FazerTroca,produto deu defeito
955,2021-05-12 18:47:18 +00:00,nao quero trocar,FazerTroca,trocar
965,2021-03-01 10:28:01 +00:00,eu devolvi o produto,FazerTroca,devolvi produto
966,2021-05-10 19:21:09 +00:00,"oiii eu comprei o secador gamarula no dia 9 de marco e na sexta feira dia 8 de maio eu fui liga ele e ele nao ligou mas nao saiu cheiro de queimado nada ele simplesmente, nao funcionar ja testei em varias tomadas",FazerTroca,oiii comprei secador gamarula marco feira maio liga ligou saiu cheiro queimado simplesmente funcionar testei varias tomadas
6,2021-04-19 17:33:43 +00:00,comprei uma escova e ela veio com defeito,FazerTroca,comprei escova veio defeito
14,2021-04-27 15:51:39 +00:00,"pesa de reposicao, manda o numero de contato pra mim ligar, eu agradeco ",FazerTroca,pesa reposicao manda numero contato pra ligar agradeco
16,2021-05-07 19:17:50 +00:00,mudar entrega,FazerTroca,mudar entrega
30,2021-05-14 12:27:44 +00:00,como faco para me tornar um posto autorizado de consertos da gama? ,FazerTroca,como faco tornar posto autorizado consertos gama
33,2021-04-27 17:48:04 +00:00,"ola, preicso de uma segunda via da nf",FazerTroca,preicso via nf
34,2021-05-05 14:54:28 +00:00,helice da ventuinha,FazerTroca,helice ventuinha
50,2021-04-28 21:01:17 +00:00,pecas para manutencao da maquina gbs abisoluti feid ,FazerTroca,pecas manutencao maquina gbs abisoluti feid
51,2021-03-05 14:18:15 +00:00,a troca do produto,FazerTroca,troca produto
56,2021-05-02 23:52:37 +00:00,preciso saber de uma assistencia tecnica em recife,FazerTroca,preciso assistencia tecnica recife
64,2021-04-20 11:21:57 +00:00,o plugue eletrico e de 2 pinos,FazerTroca,plugue eletrico pinos
66,2021-03-11 15:00:05 +00:00,gostaria de saber quais sao os secadores mais leves da gama com 2000 v,FazerTroca,gostaria sao secadores leves gama v
77,2021-04-29 16:31:19 +00:00,"uma pessoa conhecida disse que o modelo de prancha sensation ceramic ion nao tem cabo giratorio, mas aqui no site diz que tem poderiam me confirmar qual esta correto, por gentileza?",FazerTroca,pessoa disse modelo prancha sensation ceramic ion cabo giratorio site poderiam confirmar qual correto gentileza
89,2021-05-02 20:48:19 +00:00,ola! onde encontro pente guia de reposicao? tenho uma gama gm 562 clipe magnetico e o pente de 30mm quebrou.,FazerTroca,onde encontro pente guia reposicao gama gm clipe magnetico pente mm quebrou
91,2021-05-02 12:40:47 +00:00,duvidas produto,FazerTroca,duvidas produto
93,2021-04-19 17:34:47 +00:00,comprei um escova e veio com defeito ,FazerTroca,comprei escova veio defeito
95,2021-05-10 12:19:55 +00:00,"devolvi a escova na mesma semana em que recebi pois veio com defeito, ja faz quase um mes e ainda nao recebi nenhum contato sobre o estorno",FazerTroca,devolvi escova mesma semana recebi veio defeito quase mes recebi nenhum contato estorno
98,2021-04-28 11:36:20 +00:00,como faco para adiquirir somente o pente da maquina gama 562?,FazerTroca,como faco adiquirir pente maquina gama
113,2021-04-30 11:43:55 +00:00,quero o 0800 da gama,FazerTroca,gama
127,2021-05-03 22:13:25 +00:00,meu secador deu defeito porem n estou conseguindo entra em contato pra mandar para garantia,FazerTroca,secador deu defeito porem n conseguindo entra contato pra mandar garantia
134,2021-05-10 12:11:16 +00:00,garantia produto,FazerTroca,garantia produto
141,2021-03-03 11:30:38 +00:00,entrega nao foi realizada ,FazerTroca,entrega realizada
161,2021-05-07 16:40:42 +00:00,defeito na prancha,FazerTroca,defeito prancha
163,2021-05-11 17:40:51 +00:00,ola boa tarde preciso de uma assistencia ainda dentro da garantia,FazerTroca,preciso assistencia garantia
182,2021-05-10 19:26:11 +00:00,redes de altorizadas,FazerTroca,redes altorizadas
186,2021-05-06 18:32:21 +00:00,ola comprei um produto e nao faz nem um mes e deu defeito loja fisica ,FazerTroca,comprei produto mes deu defeito loja fisica
206,2021-04-26 14:10:32 +00:00,peca para troca,FazerTroca,peca troca
222,2021-05-10 14:31:19 +00:00,realizei um pedido porem gostaria de alterar a forma de pagamento,FazerTroca,realizei pedido porem gostaria alterar pagamento
224,2021-04-19 21:11:06 +00:00,numero de telefone para ligar,FazerTroca,numero telefone ligar
245,2021-03-16 17:21:07 +00:00,boa tarde realizei uma compra de uma escova modeladora na data deu a 28 de fev pelo site magazinec uiza ,FazerTroca,realizei compra escova modeladora data deu fev site magazinec uiza
262,2021-04-22 12:26:30 +00:00,preciso do certificado de garantia de um aparelho da gama,FazerTroca,preciso certificado garantia aparelho gama
263,2021-05-16 12:38:11 +00:00,no rastreio informa que meu produto foi entregue ,FazerTroca,rastreio informa produto entregue
274,2021-05-05 13:16:10 +00:00,a gama nao tem produto pra vencer?,FazerTroca,gama produto pra vencer
275,2021-04-20 20:39:35 +00:00,o plugue eletrico e de 2 pinos?,FazerTroca,plugue eletrico pinos
278,2021-04-27 21:03:01 +00:00,eu entrei em contato com a assistencia tecnica autorizada da gama e me disseram para eu entrar em contato com voces para negociar o meu reembolso ou a trocar do meu secador .,FazerTroca,entrei contato assistencia tecnica autorizada gama disseram entrar contato negociar reembolso trocar secador
286,2021-04-20 14:57:16 +00:00,gostaria de saber se voce tem pecas de reparos para maquinas gbs abisoluti feid ,FazerTroca,gostaria voce pecas reparos maquinas gbs abisoluti feid
297,2021-04-29 23:06:07 +00:00,como adicionar o cupom de desconto?,FazerTroca,como adicionar cupom desconto
298,2021-03-15 16:46:16 +00:00,fata de produtos,FazerTroca,fata produtos
305,2021-05-13 19:56:36 +00:00,defeito em um produto,FazerTroca,defeito produto
308,2021-05-10 15:21:09 +00:00,solicitei uma troca de produto ficaram de me enviar o e-mail com o codigo de postagem e nao enviaram ,FazerTroca,solicitei troca produto ficaram enviar codigo postagem enviaram
313,2021-04-24 10:59:29 +00:00,quero levar meu produto p assistencia ,FazerTroca,levar produto p assistencia
322,2021-03-04 02:30:45 +00:00,minha escova secadora esta com defeito ,FazerTroca,escova secadora defeito
325,2021-03-04 13:48:25 +00:00,watts de potencia de um produto ,FazerTroca,watts potencia produto
328,2021-04-24 00:28:48 +00:00,comprei em dezembro uma escova secadora rotativa pela loja ponto frio e esta apresentando defeito na lista de assistencia tecnica nao mostra nenhuma loja na minha cidade ou proxima daqui (moro em rio grande- rs) como faco?,FazerTroca,comprei dezembro escova secadora rotativa loja frio apresentando defeito lista assistencia tecnica mostra loja cidade proxima daqui moro rio rs como faco
331,2021-05-07 14:34:15 +00:00,"ola, boa tarde gostaria de saber a velocidade do produto depilador eletrico look",FazerTroca,gostaria velocidade produto depilador eletrico look
351,2021-05-06 18:25:51 +00:00,da escova modeladora,FazerTroca,escova modeladora
359,2021-04-29 21:33:58 +00:00,data de entrega ,FazerTroca,data entrega
364,2021-04-27 19:01:57 +00:00,"oi bb ia tarde gostaria que me orientasse, comprei uma escova rotatoria da marca de vcs em uma loja fisica em janeiro agora ela deu defeito na rotacao da escova nao consigo encontrar nei uma autorizada aqui na minha cidade moro em joao pessoa pb ",FazerTroca,bb ia gostaria orientasse comprei escova rotatoria marca vcs loja fisica janeiro deu defeito rotacao escova consigo encontrar nei autorizada cidade moro joao pessoa pb
367,2021-05-08 16:42:32 +00:00,faz 21 dias que aguentar faz 21 dias que aguardo a devolucao do meu dinheiro 💸💰,FazerTroca,dias aguentar dias aguardo devolucao dinheiro
368,2021-04-20 20:48:39 +00:00,o plugue e de dois pinos,FazerTroca,plugue pinos
